hashtag_H 	 cluster_C_leader(userID) 	 relative_frequency_H_C 	 frequency_H_in_C 	 frequency_H_overall 	 count_H_in_C 	 count_hashtags_in_C 	 count_H_entire_dataset 	 count_hashtags_entire_dataset
DMC5 	 870970040878862337 	 220.1842794457 	 .0082644628 	 2 	 2 	 4 	 106569
DevilMayCry5 	 870970040878862337 	 220.1842794457 	 .0082644628 	 2 	 2 	 4 	 106569
Capcom 	 870970040878862337 	 146.7893892702 	 .0082644628 	 2 	 2 	 6 	 106569
Portrait 	 870970040878862337 	 176.1473296971 	 .0082644628 	 2 	 2 	 5 	 106569
Dante 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
Vergil 	 870970040878862337 	 220.1842794457 	 .0082644628 	 2 	 2 	 4 	 106569
Berserk 	 870970040878862337 	 6 36.6973147275 	 6 .0041322314 	 6 1 	 6 	 12 	 106569
DMC5 	 870970040878862337 	 220.1842794457 	 .0082644628 	 2 	 2 	 4 	 106569
DevilMayCry5 	 870970040878862337 	 220.1842794457 	 .0082644628 	 2 	 2 	 4 	 106569
Capcom 	 870970040878862337 	 146.7893892702 	 .0082644628 	 2 	 2 	 6 	 106569
Portrait 	 870970040878862337 	 176.1473296971 	 .0082644628 	 2 	 2 	 5 	 106569
Vergil 	 870970040878862337 	 220.1842794457 	 .0082644628 	 2 	 2 	 4 	 106569
UE5 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
ResidentEvil 	 870970040878862337 	 5 2 27.5229982669 	 5 2 .0041322314 	 5 2 1 	 5 	 16 	 106569
REBHFun 	 870970040878862337 	 160.1337499212 	 .0330578512 	 8 	 8 	 22 	 106569
REBH26th 	 870970040878862337 	 220.1839274733 	 .0206611570 	 5 	 5 	 10 	 106569
RE 	 870970040878862337 	 8 5 1 1 1 1 220.1848660688 	 8 5 1 1 1 1 .0041322314 	 8 5 1 1 1 1 1 	 1 	 2 	 106569
REBHFun 	 870970040878862337 	 160.1337499212 	 .0330578512 	 8 	 8 	 22 	 106569
LGF22 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
PS5Share 	 870970040878862337 	 220.1839861353 	 .0165289256 	 4 	 4 	 8 	 106569
NintendoSwitchSports 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
ResidentEvil 	 870970040878862337 	 5 2 27.5229982669 	 5 2 .0041322314 	 5 2 1 	 5 	 16 	 106569
REBHFun 	 870970040878862337 	 160.1337499212 	 .0330578512 	 8 	 8 	 22 	 106569
REBH26th 	 870970040878862337 	 220.1839274733 	 .0206611570 	 5 	 5 	 10 	 106569
LeonKennedy 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
RE2 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
RE4 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
RE6 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
ResidentEvil2 	 870970040878862337 	 146.7896499909 	 .0041322314 	 1 	 1 	 3 	 106569
ResidentEvil4 	 870970040878862337 	 220.1842794457 	 .0082644628 	 2 	 2 	 4 	 106569
ShingekiNoKyojin 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
ELDENRING 	 870970040878862337 	 203.2467356059 	 .0495867768 	 12 	 12 	 26 	 106569
Uncharted4 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
REBHFun 	 870970040878862337 	 160.1337499212 	 .0330578512 	 8 	 8 	 22 	 106569
REBH26th 	 870970040878862337 	 220.1839274733 	 .0206611570 	 5 	 5 	 10 	 106569
ResidentEvil 	 870970040878862337 	 5 2 27.5229982669 	 5 2 .0041322314 	 5 2 1 	 5 	 16 	 106569
Biohazard 	 870970040878862337 	 146.7896499909 	 .0041322314 	 1 	 1 	 3 	 106569
SilentHill 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
Zelda 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
GT7 	 870970040878862337 	 220.1842794457 	 .0082644628 	 2 	 2 	 4 	 106569
FH5 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
TheWitcher 	 870970040878862337 	 4 55.0459965338 	 4 .0041322314 	 4 1 	 4 	 8 	 106569
VirtualPhotography 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
WillSmith 	 870970040878862337 	 7.2191437757 	 .0041322314 	 1 	 12 	 61 	 106569
Oscars2022 	 870970040878862337 	 15.1850990044 	 .0041322314 	 1 	 10 	 29 	 106569
ChrisRock 	 870970040878862337 	 14.2054141873 	 .0041322314 	 1 	 4 	 31 	 106569
StreetFighter 	 870970040878862337 	 2 220.1848660688 	 2 .0041322314 	 2 1 	 1 	 2 	 106569
oscars 	 870970040878862337 	 80.0668749606 	 .0082644628 	 2 	 4 	 11 	 106569
premiososcar 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
ELDENRING 	 870970040878862337 	 203.2467356059 	 .0495867768 	 12 	 12 	 26 	 106569
Oscars 	 870970040878862337 	 4 2.3933030882 	 4 .0041322314 	 4 1 	 76 	 184 	 106569
battlefield 	 870970040878862337 	 1 220.1848660688 	 1 .0041322314 	 1 1 	 1 	 2 	 106569
ea 	 870970040878862337 	 2 1 220.1848660688 	 2 1 .0041322314 	 2 1 1 	 1 	 2 	 106569
oscars 	 870970040878862337 	 80.0668749606 	 .0082644628 	 2 	 4 	 11 	 106569
GodofWarRagnarok 	 870970040878862337 	 210.6106839598 	 .0454545454 	 11 	 11 	 23 	 106569
Oscars 	 870970040878862337 	 4 2.3933030882 	 4 .0041322314 	 4 1 	 76 	 184 	 106569
PS5Share 	 870970040878862337 	 220.1839861353 	 .0165289256 	 4 	 4 	 8 	 106569
GodofWarRagnarok 	 870970040878862337 	 210.6106839598 	 .0454545454 	 11 	 11 	 23 	 106569
ELDEN_RING 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
ELDENRING 	 870970040878862337 	 203.2467356059 	 .0495867768 	 12 	 12 	 26 	 106569
BloodbornePSX 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
BloodborneKART 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
ResidentEvil 	 870970040878862337 	 5 2 27.5229982669 	 5 2 .0041322314 	 5 2 1 	 5 	 16 	 106569
REBHFun 	 870970040878862337 	 160.1337499212 	 .0330578512 	 8 	 8 	 22 	 106569
REBH26th 	 870970040878862337 	 220.1839274733 	 .0206611570 	 5 	 5 	 10 	 106569
PS5Share 	 870970040878862337 	 220.1839861353 	 .0165289256 	 4 	 4 	 8 	 106569
HorizonForbiddenWest 	 870970040878862337 	 172.3178323308 	 .0371900826 	 9 	 9 	 23 	 106569
NintendoSwitch 	 870970040878862337 	 1 220.1848660688 	 1 .0041322314 	 1 1 	 1 	 2 	 106569
ELDENRING 	 870970040878862337 	 203.2467356059 	 .0495867768 	 12 	 12 	 26 	 106569
TheWitcher 	 870970040878862337 	 4 55.0459965338 	 4 .0041322314 	 4 1 	 4 	 8 	 106569
EldenRing 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
GodofWar 	 870970040878862337 	 11 205.5050719767 	 11 .0289256198 	 11 7 	 7 	 15 	 106569
witcher 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
pixelart 	 870970040878862337 	 110.0921397228 	 .0041322314 	 1 	 2 	 4 	 106569
indiegame 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
gaming 	 870970040878862337 	 146.7896499909 	 .0041322314 	 1 	 1 	 3 	 106569
screenshotsaturday 	 870970040878862337 	 220.1842794457 	 .0082644628 	 2 	 2 	 4 	 106569
RedDeadRedemption2 	 870970040878862337 	 220.1842794457 	 .0082644628 	 2 	 2 	 4 	 106569
ELDENRING 	 870970040878862337 	 203.2467356059 	 .0495867768 	 12 	 12 	 26 	 106569
screenshotsaturday 	 870970040878862337 	 220.1842794457 	 .0082644628 	 2 	 2 	 4 	 106569
gamedev 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
horrorgames 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
PS5 	 870970040878862337 	 11 70.4588718089 	 11 .0165289256 	 11 4 	 11 	 25 	 106569
HogwartsLegacy 	 870970040878862337 	 220.1840839054 	 .0123966942 	 3 	 3 	 6 	 106569
HogwartsLegacy 	 870970040878862337 	 220.1840839054 	 .0123966942 	 3 	 3 	 6 	 106569
HogwartsLegacy 	 870970040878862337 	 220.1840839054 	 .0123966942 	 3 	 3 	 6 	 106569
SecretsOfDumbledore 	 870970040878862337 	 73.3946946351 	 .0041322314 	 1 	 3 	 6 	 106569
ELDENRING 	 870970040878862337 	 203.2467356059 	 .0495867768 	 12 	 12 	 26 	 106569
HalabjaGenocide 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
KomkujiyaHelepce 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
ELDENRING 	 870970040878862337 	 203.2467356059 	 .0495867768 	 12 	 12 	 26 	 106569
GodofWarRagnarok 	 870970040878862337 	 210.6106839598 	 .0454545454 	 11 	 11 	 23 	 106569
PS5 	 870970040878862337 	 11 70.4588718089 	 11 .0165289256 	 11 4 	 11 	 25 	 106569
HorizonForbiddenWest 	 870970040878862337 	 172.3178323308 	 .0371900826 	 9 	 9 	 23 	 106569
PS5 	 870970040878862337 	 11 70.4588718089 	 11 .0165289256 	 11 4 	 11 	 25 	 106569
PedroEustache 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
residentevil 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
battlefield1 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
StateOfPlay 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
GodOfWar 	 870970040878862337 	 440.3720786486 	 .0041322314 	 1 	 1 	 1 	 106569
Forspoken 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
TheWitcher3Wildhunt 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
SifuGame 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
PS5Share 	 870970040878862337 	 220.1839861353 	 .0165289256 	 4 	 4 	 8 	 106569
HorizonForbiddenWest 	 870970040878862337 	 172.3178323308 	 .0371900826 	 9 	 9 	 23 	 106569
BeyondTheHorizon 	 870970040878862337 	 176.1473296971 	 .0082644628 	 2 	 2 	 5 	 106569
PSBlog 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
PlayStation 	 870970040878862337 	 2 110.0921397228 	 2 .0041322314 	 2 1 	 1 	 4 	 106569
Sifu 	 870970040878862337 	 1 146.7896499909 	 1 .0041322314 	 1 1 	 1 	 3 	 106569
MrKnight 	 870970040878862337 	 220.1842794457 	 .0082644628 	 2 	 2 	 4 	 106569
MoonKnight 	 870970040878862337 	 62.9097222962 	 .0041322314 	 1 	 3 	 7 	 106569
MrKnight 	 870970040878862337 	 220.1842794457 	 .0082644628 	 2 	 2 	 4 	 106569
ELDENRING 	 870970040878862337 	 203.2467356059 	 .0495867768 	 12 	 12 	 26 	 106569
PokemonPresents 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
ELDENRING 	 870970040878862337 	 203.2467356059 	 .0495867768 	 12 	 12 	 26 	 106569
HorizonForbiddenWest 	 870970040878862337 	 172.3178323308 	 .0371900826 	 9 	 9 	 23 	 106569
ELDENRING 	 870970040878862337 	 203.2467356059 	 .0495867768 	 12 	 12 	 26 	 106569
StreetFighter6 	 870970040878862337 	 220.1842794457 	 .0082644628 	 2 	 2 	 4 	 106569
StreetFighter6 	 870970040878862337 	 220.1842794457 	 .0082644628 	 2 	 2 	 4 	 106569
GodofWar 	 870970040878862337 	 11 205.5050719767 	 11 .0289256198 	 11 7 	 7 	 15 	 106569
HorizonForbiddenWest 	 870970040878862337 	 172.3178323308 	 .0371900826 	 9 	 9 	 23 	 106569
HorizonForbiddenWest 	 870970040878862337 	 172.3178323308 	 .0371900826 	 9 	 9 	 23 	 106569
PS5 	 870970040878862337 	 11 70.4588718089 	 11 .0165289256 	 11 4 	 11 	 25 	 106569
HorizonForbiddenWest 	 870970040878862337 	 172.3178323308 	 .0371900826 	 9 	 9 	 23 	 106569
HorizonForbiddenWest 	 870970040878862337 	 172.3178323308 	 .0371900826 	 9 	 9 	 23 	 106569
Yoruichi 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
BLEACH 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
cosplay 	 870970040878862337 	 2 1 88.0736648485 	 2 1 .0041322314 	 2 1 1 	 2 	 5 	 106569
cosplayer 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
RE3 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
REBHFun 	 870970040878862337 	 160.1337499212 	 .0330578512 	 8 	 8 	 22 	 106569
GT7 	 870970040878862337 	 220.1842794457 	 .0082644628 	 2 	 2 	 4 	 106569
PS4 	 870970040878862337 	 195.7190698181 	 .0165289256 	 4 	 4 	 9 	 106569
PS5 	 870970040878862337 	 11 70.4588718089 	 11 .0165289256 	 11 4 	 11 	 25 	 106569
PS5 	 870970040878862337 	 11 70.4588718089 	 11 .0165289256 	 11 4 	 11 	 25 	 106569
PlayStation5 	 870970040878862337 	 176.1473296971 	 .0082644628 	 2 	 2 	 5 	 106569
gamejobs 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
realchoice 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
hinatahyuga 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
naruto 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
cosplay 	 870970040878862337 	 2 1 88.0736648485 	 2 1 .0041322314 	 2 1 1 	 2 	 5 	 106569
hinatacosplay 	 870970040878862337 	 220.1848660688 	 .0041322314 	 1 	 1 	 2 	 106569
PS4 	 870970040878862337 	 195.7190698181 	 .0165289256 	 4 	 4 	 9 	 106569
PS5 	 870970040878862337 	 11 70.4588718089 	 11 .0165289256 	 11 4 	 11 	 25 	 106569
Nintendo 	 870970040878862337 	 1 1 220.1848660688 	 1 1 .0041322314 	 1 1 1 	 1 	 2 	 106569
TheWitcher 	 870970040878862337 	 4 55.0459965338 	 4 .0041322314 	 4 1 	 4 	 8 	 106569
TheWitcher 	 870970040878862337 	 4 55.0459965338 	 4 .0041322314 	 4 1 	 4 	 8 	 106569
REBHFun 	 870970040878862337 	 160.1337499212 	 .0330578512 	 8 	 8 	 22 	 106569
PS5 	 870970040878862337 	 11 70.4588718089 	 11 .0165289256 	 11 4 	 11 	 25 	 106569
PlayStation5 	 870970040878862337 	 176.1473296971 	 .0082644628 	 2 	 2 	 5 	 106569
PS4 	 870970040878862337 	 195.7190698181 	 .0165289256 	 4 	 4 	 9 	 106569
PS5 	 870970040878862337 	 11 70.4588718089 	 11 .0165289256 	 11 4 	 11 	 25 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
UPDATE 	 881623250 	 93.3905557607 	 .1384615384 	 9 	 82 	 158 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
UPDATE 	 881623250 	 93.3905557607 	 .1384615384 	 9 	 82 	 158 	 106569
China 	 881623250 	 1 5.6927885422 	 1 .0153846153 	 1 1 	 110 	 288 	 106569
UPDATE 	 881623250 	 93.3905557607 	 .1384615384 	 9 	 82 	 158 	 106569
UPDATE 	 881623250 	 93.3905557607 	 .1384615384 	 9 	 82 	 158 	 106569
UPDATE 	 881623250 	 93.3905557607 	 .1384615384 	 9 	 82 	 158 	 106569
UPDATE 	 881623250 	 93.3905557607 	 .1384615384 	 9 	 82 	 158 	 106569
Mariupol 	 881623250 	 5.3058999720 	 .0307692307 	 2 	 287 	 618 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
Lviv 	 881623250 	 68.3134625068 	 .0153846153 	 1 	 13 	 24 	 106569
AfricansinUkraine 	 881623250 	 109.3015982516 	 .0153846153 	 1 	 5 	 15 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
Kadyrov 	 881623250 	 117.1088671555 	 .0153846153 	 1 	 6 	 14 	 106569
Ukrainian 	 881623250 	 3.2790461537 	 .0153846153 	 1 	 218 	 500 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
UPDATE 	 881623250 	 93.3905557607 	 .1384615384 	 9 	 82 	 158 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
Aldi 	 881623250 	 273.2540926973 	 .0153846153 	 1 	 4 	 6 	 106569
RussiaUkraineWar 	 881623250 	 8.6747255199 	 .0153846153 	 1 	 38 	 189 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
COVID19 	 881623250 	 .5380778050 	 .0153846153 	 1 	 1096 	 3047 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
UPDATE 	 881623250 	 93.3905557607 	 .1384615384 	 9 	 82 	 158 	 106569
ChinaEastern 	 881623250 	 819.7651901465 	 .0153846153 	 1 	 1 	 2 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
AFPgraphics 	 881623250 	 156.1450774756 	 .0307692307 	 2 	 10 	 21 	 106569
AFPgraphics 	 881623250 	 156.1450774756 	 .0307692307 	 2 	 10 	 21 	 106569
Pakistan 	 881623250 	 86.2907096487 	 .0153846153 	 1 	 8 	 19 	 106569
ImranKhan 	 881623250 	 182.1692872781 	 .0153846153 	 1 	 4 	 9 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
Ukraine 	 881623250 	 2 1 .0000025303 232 .0000656851 	 2 1 .0153846153 	 2 1 1 	 2509 83 4 	 6080 232 7 	 106569
Chornobyl 	 881623250 	 192.8851417681 	 .0307692307 	 2 	 8 	 17 	 106569
US 	 881623250 	 12.4206295466 	 .0153846153 	 1 	 52 	 132 	 106569
uranium 	 881623250 	 409.8815030518 	 .0153846153 	 1 	 2 	 4 	 106569
Russia 	 881623250 	 1 .6744233132 	 1 .0153846153 	 1 1 	 1029 	 2431 	 106569
American 	 881623250 	 117.1088671555 	 .0153846153 	 1 	 7 	 14 	 106569
nuclear 	 881623250 	 34.8834708753 	 .0153846153 	 1 	 19 	 47 	 106569
BREAKING 	 881623250 	 53.7931972430 	 .3538461538 	 23 	 362 	 701 	 106569
Chornobyl 	 881623250 	 192.8851417681 	 .0307692307 	 2 	 8 	 17 	 106569
Mariupol 	 881623250 	 5.3058999720 	 .0307692307 	 2 	 287 	 618 	 106569
IAEA 	 881623250 	 819.7651901465 	 .0153846153 	 1 	 1 	 2 	 106569
ZaporizhzhiaNPP 	 881623250 	 819.7651901465 	 .0153846153 	 1 	 1 	 2 	 106569
Ukraine 	 881623250 	 2 1 .0000025303 232 .0000656851 	 2 1 .0153846153 	 2 1 1 	 2509 83 4 	 6080 232 7 	 106569
radiation 	 881623250 	 409.8815030518 	 .0153846153 	 1 	 2 	 4 	 106569
Zaporizhzhia 	 881623250 	 1 25.6175512838 	 1 .0153846153 	 1 1 	 31 	 64 	 106569
UPDATE 	 881623250 	 93.3905557607 	 .1384615384 	 9 	 82 	 158 	 106569
UnionsForAll 	 881978047 	 275.3721793248 	 .0232558139 	 1 	 2 	 9 	 106569
FightFor15 	 881978047 	 1239.1766437631 	 .0465116279 	 2 	 2 	 4 	 106569
Jerusalem 	 881978047 	 31.3715065768 	 .0232558139 	 1 	 37 	 79 	 106569
PrayerRoom 	 881978047 	 165.2232883860 	 .0465116279 	 2 	 13 	 30 	 106569
PrayerRoom 	 881978047 	 165.2232883860 	 .0465116279 	 2 	 13 	 30 	 106569
Yemen 	 881978047 	 19.9866856634 	 .0232558139 	 1 	 25 	 124 	 106569
Shanghai 	 881978047 	 33.4912051040 	 .0232558139 	 1 	 39 	 74 	 106569
BloombergWealth 	 881978047 	 1239.1799425590 	 .0232558139 	 1 	 1 	 2 	 106569
FightFor15 	 881978047 	 1239.1766437631 	 .0465116279 	 2 	 2 	 4 	 106569
qanda 	 881978047 	 52.7308282361 	 .0232558139 	 1 	 18 	 47 	 106569
BA2 	 881978047 	 31.3715049380 	 .1162790697 	 5 	 222 	 395 	 106569
BA2 	 881978047 	 31.3715049380 	 .1162790697 	 5 	 222 	 395 	 106569
floods 	 881978047 	 154.8968737969 	 .0232558139 	 1 	 7 	 16 	 106569
CrumbMaiden 	 881978047 	 495.6703923236 	 .0232558139 	 1 	 3 	 5 	 106569
Omicron 	 881978047 	 17.7447412362 	 .1395348837 	 6 	 316 	 838 	 106569
BA2 	 881978047 	 31.3715049380 	 .1162790697 	 5 	 222 	 395 	 106569
Omicron 	 881978047 	 17.7447412362 	 .1395348837 	 6 	 316 	 838 	 106569
COVID19 	 881978047 	 4 .8133734288 	 4 .0232558139 	 4 1 	 1096 	 3047 	 106569
BA2 	 881978047 	 31.3715049380 	 .1162790697 	 5 	 222 	 395 	 106569
Omicron 	 881978047 	 17.7447412362 	 .1395348837 	 6 	 316 	 838 	 106569
BREAKING 	 881978047 	 7.0708954918 	 .0465116279 	 2 	 362 	 701 	 106569
fbf 	 881978047 	 619.5883205494 	 .0232558139 	 1 	 2 	 4 	 106569
BA2 	 881978047 	 31.3715049380 	 .1162790697 	 5 	 222 	 395 	 106569
Omicron 	 881978047 	 17.7447412362 	 .1395348837 	 6 	 316 	 838 	 106569
Omicron 	 881978047 	 17.7447412362 	 .1395348837 	 6 	 316 	 838 	 106569
COVID19 	 881978047 	 4 .8133734288 	 4 .0232558139 	 4 1 	 1096 	 3047 	 106569
Omicron 	 881978047 	 17.7447412362 	 .1395348837 	 6 	 316 	 838 	 106569
longcovid 	 881978047 	 10.5014784643 	 .0232558139 	 1 	 104 	 236 	 106569
COVID19 	 881978047 	 4 .8133734288 	 4 .0232558139 	 4 1 	 1096 	 3047 	 106569
BREAKING 	 881978047 	 7.0708954918 	 .0465116279 	 2 	 362 	 701 	 106569
Israel 	 881978047 	 9.4955896765 	 .0232558139 	 1 	 62 	 261 	 106569
florona 	 881978047 	 495.6703923236 	 .0232558139 	 1 	 3 	 5 	 106569
COVID19 	 881978047 	 4 .8133734288 	 4 .0232558139 	 4 1 	 1096 	 3047 	 106569
COVID19Aus 	 881978047 	 49.5669864092 	 .0232558139 	 1 	 12 	 50 	 106569
auspol 	 881978047 	 1.3447362144 	 .0232558139 	 1 	 348 	 1843 	 106569
Syria 	 885212127866257410 	 9.8057602558 	 .0131578947 	 1 	 43 	 143 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
Texas 	 885212127866257410 	 17.5277971267 	 .0131578947 	 1 	 30 	 80 	 106569
ViralFactsAfrica 	 885212127866257410 	 701.1149671499 	 .0131578947 	 1 	 1 	 2 	 106569
Nepal 	 885212127866257410 	 701.1149671499 	 .0131578947 	 1 	 1 	 2 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
Ax1 	 885212127866257410 	 509.8995722707 	 .0526315789 	 4 	 5 	 11 	 106569
Houston 	 885212127866257410 	 155.8026803296 	 .0131578947 	 1 	 4 	 9 	 106569
Galleria 	 885212127866257410 	 701.1149671499 	 .0131578947 	 1 	 1 	 2 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
Ramadan 	 885212127866257410 	 93.4815862962 	 .0394736842 	 3 	 16 	 45 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
CelebrateSafely 	 885212127866257410 	 701.1149671499 	 .0131578947 	 1 	 1 	 2 	 106569
Covid19 	 885212127866257410 	 3.9277975303 	 .0131578947 	 1 	 146 	 357 	 106569
GetVax 	 885212127866257410 	 701.1149671499 	 .0131578947 	 1 	 1 	 2 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
LookUpAtTheSkyDay 	 885212127866257410 	 701.1149671499 	 .0131578947 	 1 	 1 	 2 	 106569
OTD 	 885212127866257410 	 20.0317677636 	 .0131578947 	 1 	 36 	 70 	 106569
Ax1 	 885212127866257410 	 509.8995722707 	 .0526315789 	 4 	 5 	 11 	 106569
mentalhealth 	 885212127866257410 	 36.9006325152 	 .0131578947 	 1 	 8 	 38 	 106569
CIA 	 885212127866257410 	 140.2223956929 	 .0131578947 	 1 	 4 	 10 	 106569
Ax1 	 885212127866257410 	 509.8995722707 	 .0526315789 	 4 	 5 	 11 	 106569
Ax1 	 885212127866257410 	 509.8995722707 	 .0526315789 	 4 	 5 	 11 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
Ramadan 	 885212127866257410 	 93.4815862962 	 .0394736842 	 3 	 16 	 45 	 106569
Bahrain 	 885212127866257410 	 400.6355992454 	 .0263157894 	 2 	 3 	 7 	 106569
Ramadan 	 885212127866257410 	 93.4815862962 	 .0394736842 	 3 	 16 	 45 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
COVID19 	 885212127866257410 	 11.5049531309 	 .3289473684 	 25 	 1096 	 3047 	 106569
